7.368417739868164062e+00,9.907543664065401856e+01
7.398006200790405273e+00,9.905499814195466968e+01
7.444122791290283203e+00,9.925046451133407288e+01
7.474705696105957031e+00,9.919918246005202889e+01
7.518319129943847656e+00,9.913675213675213627e+01
7.548399925231933594e+00,9.911928651059086803e+01
7.583490848541259766e+00,9.924489037532515567e+01
7.600536823272705078e+00,9.937346711259755239e+01
7.631732463836669922e+00,9.923894463024898016e+01
7.674990653991699219e+00,9.918023039762169901e+01
7.717108726501464844e+00,9.932218506131550839e+01
7.747180938720703125e+00,9.923262727610553213e+01
7.784791231155395508e+00,9.929654403567447218e+01
7.804332494735717773e+00,9.922519509476030919e+01
7.842129707336425781e+00,9.935562987736899743e+01
7.906298398971557617e+00,9.959271646228167185e+01
7.913817644119262695e+00,9.954106280193236955e+01
7.928858280181884766e+00,9.950687476774432128e+01
7.989455223083496094e+00,9.932069862504646096e+01
8.010511875152587891e+00,9.944221479004086461e+01
8.058139324188232422e+00,9.932032701597920266e+01
8.084707975387573242e+00,9.947008547008546486e+01
8.105262994766235352e+00,9.946822742474915913e+01
8.137603521347045898e+00,9.936566332218505693e+01
8.190744876861572266e+00,9.955332590115199309e+01
8.230349302291870117e+00,9.926458565589000216e+01
8.241378307342529297e+00,9.941434410999629279e+01
8.258267164230346680e+00,9.912077294685991546e+01
8.311389684677124023e+00,9.937569676700111643e+01
8.334952354431152344e+00,9.930546265328875677e+01
8.379042148590087891e+00,9.921962095875137777e+01
8.408118247985839844e+00,9.906726124117427901e+01
8.452737569808959961e+00,9.928130806391675378e+01
8.475330114364624023e+00,9.891564474173169685e+01
8.495857715606689453e+00,9.895280564845783999e+01
8.537293910980224609e+00,9.900966183574878698e+01
8.581414461135864258e+00,9.898996655518395471e+01
8.603970289230346680e+00,9.913526570048308884e+01
8.644627094268798828e+00,9.905945745076179776e+01
8.672699689865112305e+00,9.877629134150873824e+01
8.731855392456054688e+00,9.873169825343738637e+01
8.740378141403198242e+00,9.874656261612783226e+01
8.779043912887573242e+00,9.864474173169826088e+01
8.804109334945678711e+00,9.869044964697138766e+01
8.843336820602416992e+00,9.882162764771460672e+01
8.870408773422241211e+00,9.884912671869193446e+01
8.914527177810668945e+00,9.864957264957264726e+01
8.959143400192260742e+00,9.865031586770716387e+01
8.975163936614990234e+00,9.875659606094389176e+01
9.004169940948486328e+00,9.872240802675584348e+01
9.046393394470214844e+00,9.861278335191377664e+01
9.072958707809448242e+00,9.868338907469342303e+01
9.114453315734863281e+00,9.867372723894463604e+01
9.136997699737548828e+00,9.854366406540320611e+01
9.186126947402954102e+00,9.852322556670382880e+01
9.214201688766479492e+00,9.844778892604979603e+01
9.234254598617553711e+00,9.840468227424749159e+01
9.270915746688842773e+00,9.842214790040877403e+01
9.311320781707763672e+00,9.847714604236342950e+01
9.336376428604125977e+00,9.844630248978074860e+01
9.377580404281616211e+00,9.835785953177257568e+01
9.405149936676025391e+00,9.834485321441843553e+01
9.453277826309204102e+00,9.849981419546638506e+01
9.467314481735229492e+00,9.842660720921590212e+01
9.515171527862548828e+00,9.847120029728723978e+01
9.541743516921997070e+00,9.845522110739501898e+01
9.581848859786987305e+00,9.849944258639909833e+01
9.603405714035034180e+00,9.844518766257897369e+01
9.646503210067749023e+00,9.848086213303604097e+01
9.673075199127197266e+00,9.857153474544777794e+01
9.715184211730957031e+00,9.857748049052396766e+01
9.737745523452758789e+00,9.869044964697138766e+01
9.762810945510864258e+00,9.863507989594945968e+01
9.804007053375244141e+00,9.867855815681900822e+01
9.844885349273681641e+00,9.867707172054997500e+01
9.873961210250854492e+00,9.866926793013749375e+01
9.912078142166137695e+00,9.868859160163508193e+01
9.948174476623535156e+00,9.871534745447790726e+01
9.990789651870727539e+00,9.872835377183203320e+01
9.997303009033203125e+00,9.871757710888145709e+01
1.003198146820068359e+01,9.882014121144555929e+01
1.007316088676452637e+01,9.874842066146413799e+01
1.011726999282836914e+01,9.888628762541804917e+01
1.014033913612365723e+01,9.894165737643997716e+01
1.018068933486938477e+01,9.883574879227053600e+01
1.022530770301818848e+01,9.879747305834261795e+01
1.025288033485412598e+01,9.871051653660349245e+01
1.027215695381164551e+01,9.881233742103307804e+01
1.031287264823913574e+01,9.898476402824228160e+01
1.034496092796325684e+01,9.894128576737271885e+01
1.038456344604492188e+01,9.873206986250464468e+01
1.040913033485412598e+01,9.885061315496098189e+01
1.045224165916442871e+01,9.871423262727610393e+01
1.046418046951293945e+01,9.874098848011891505e+01
1.050185179710388184e+01,9.864659977703456661e+01
1.053765487670898438e+01,9.848606465997768566e+01
1.057575774192810059e+01,9.838573021181714751e+01
1.060282778739929199e+01,9.837718320327014965e+01
1.064143896102905273e+01,9.846674098848012591e+01
1.067000794410705566e+01,9.840914158305461967e+01
1.071312141418457031e+01,9.840951319212189219e+01
1.073718452453613281e+01,9.848829431438127813e+01
1.078064131736755371e+01,9.845336306205871324e+01
1.081021523475646973e+01,9.837346711259755239e+01
1.084731531143188477e+01,9.844890375325157095e+01
1.087739825248718262e+01,9.856335934596803838e+01
1.092050862312316895e+01,9.856447417316981330e+01
1.095159149169921875e+01,9.866778149386846053e+01
1.097715783119201660e+01,9.875771088814566667e+01
1.100027489662170410e+01,9.875436640654031351e+01
1.104834413528442383e+01,9.877814938684502977e+01
1.107741522789001465e+01,9.873541434410999784e+01
1.111751937866210938e+01,9.908844295800817292e+01
1.114559340476989746e+01,9.912151616499443207e+01
1.118620324134826660e+01,9.905908584169453945e+01
1.121878790855407715e+01,9.904682274247490170e+01
1.124134540557861328e+01,9.896729840208099915e+01
1.126505041122436523e+01,9.903307320698625915e+01
1.131619143486022949e+01,9.891527313266442434e+01
1.134826064109802246e+01,9.889186176142698059e+01
1.138385558128356934e+01,9.885841694537346314e+01
1.141494584083557129e+01,9.869119286510590427e+01
1.145604681968688965e+01,9.861166852471200173e+01
1.147910594940185547e+01,9.854069119286511125e+01
1.150136899948120117e+01,9.840839836492010306e+01
1.154970407485961914e+01,9.818134522482348814e+01
1.158880805969238281e+01,9.830174656261613109e+01
1.161688351631164551e+01,9.831029357116312895e+01
1.165197443962097168e+01,9.811705685618728978e+01
1.167167949676513672e+01,9.811631363805275896e+01
1.170977783203125000e+01,9.809996283909326564e+01
1.174286866188049316e+01,9.795020438498698923e+01
1.178495025634765625e+01,9.805016722408026908e+01
1.181252241134643555e+01,9.813638052768487796e+01
1.185664081573486328e+01,9.818840579710145278e+01
1.188174033164978027e+01,9.811594202898550066e+01
1.190440750122070312e+01,9.829728725380898879e+01
1.193760204315185547e+01,9.813080639167594654e+01
1.197050905227661133e+01,9.823968784838349677e+01
1.200670146942138672e+01,9.827870680044593144e+01
1.204400658607482910e+01,9.846822742474915913e+01
1.207775497436523438e+01,9.849015235971756965e+01
1.212588453292846680e+01,9.844109996283908970e+01
1.215496110916137695e+01,9.847565960609438207e+01
1.219707179069519043e+01,9.859085841694536612e+01
1.222815322875976562e+01,9.867855815681902243e+01
1.224269270896911621e+01,9.874470457079151231e+01
1.226888179779052734e+01,9.863024897807507330e+01
1.233445787429809570e+01,9.865328874024525874e+01
1.236403656005859375e+01,9.880490523968785510e+01
1.239562106132507324e+01,9.872054998141955195e+01
1.242820978164672852e+01,9.887439613526571236e+01
1.246480298042297363e+01,9.890040876997397845e+01
1.249184989929199219e+01,9.886473429951689695e+01
1.252794623374938965e+01,9.866443701226309315e+01
1.255401635169982910e+01,9.859606094388703923e+01
1.259763121604919434e+01,9.852434039390561793e+01
1.261517882347106934e+01,9.859717577108881414e+01
1.264209985733032227e+01,9.861501300631734068e+01
1.268179440498352051e+01,9.859345968041621688e+01
1.277423071861267090e+01,9.852062430323299225e+01
1.281934976577758789e+01,9.861612783351914402e+01
1.283539175987243652e+01,9.852396878483834541e+01
1.463726782798767090e+01,9.849758454106279260e+01
1.464729571342468262e+01,9.713377926421405562e+01
1.467236208915710449e+01,9.715050167224080724e+01
1.470845842361450195e+01,9.714121144555927856e+01
1.474004125595092773e+01,9.711965811965812634e+01
1.477413320541381836e+01,9.712857673727239671e+01
1.480571794509887695e+01,9.700743218134522294e+01
1.484131097793579102e+01,9.700706057227796464e+01
1.487387156486511230e+01,9.714418431809735921e+01
1.491489744186401367e+01,9.730360460795243682e+01
1.494497561454772949e+01,9.721664808621329712e+01
1.499360442161560059e+01,9.718766257896692196e+01
1.501466202735900879e+01,9.735005574136009443e+01
1.505253791809082031e+01,9.744853214418431264e+01
1.507905340194702148e+01,9.759717577108881414e+01
1.511964464187622070e+01,9.749981419546638506e+01
1.514534711837768555e+01,9.759531772575250841e+01
1.518449783325195312e+01,9.766257896692680163e+01
1.521503543853759766e+01,9.751913786696395903e+01
1.525313735008239746e+01,9.755592716462281544e+01
1.528115916252136230e+01,9.768599033816424537e+01
1.531742691993713379e+01,9.755146785581568736e+01
1.534582209587097168e+01,9.752545522110739284e+01
1.538339972496032715e+01,9.765328874024525874e+01
1.541317057609558105e+01,9.742586399108138551e+01
1.545183515548706055e+01,9.746599777034559509e+01
1.548541736602783203e+01,9.741471571906355109e+01
1.557716059684753418e+01,9.741137123745819792e+01
1.558869075775146484e+01,9.740542549238200820e+01
1.560022187232971191e+01,9.751319212188776930e+01
1.561526179313659668e+01,9.764659977703456661e+01
1.564534091949462891e+01,9.763247863247863734e+01
1.567567944526672363e+01,9.770122630992194956e+01
1.571889543533325195e+01,9.767855815681902243e+01
1.574343037605285645e+01,9.772352285395761839e+01
1.578811264038085938e+01,9.770940170940171754e+01
1.581726241111755371e+01,9.775919732441472831e+01
1.585302090644836426e+01,9.772129319955406856e+01
1.588223361968994141e+01,9.774321813452247909e+01
1.592055106163024902e+01,9.786324786324786373e+01
1.594890332221984863e+01,9.806465997770345666e+01
1.602460455894470215e+01,9.797844667409884778e+01
1.604064440727233887e+01,9.802489780750651960e+01
1.605719709396362305e+01,9.797918989223336439e+01
1.608287334442138672e+01,9.800445930880714229e+01
1.611856269836425781e+01,9.799033816425121302e+01
1.614924740791320801e+01,9.808807134894091462e+01
1.618612337112426758e+01,9.804013377926422379e+01
1.621840071678161621e+01,9.791490152359718024e+01
1.625600028038024902e+01,9.804979561501301077e+01
1.628283309936523438e+01,9.806354515050166754e+01
1.631885838508605957e+01,9.809327387588257352e+01
1.634824252128601074e+01,9.799888517279822508e+01
1.638569474220275879e+01,9.811445559271646744e+01
1.641591358184814453e+01,9.796878483835006080e+01
1.645411539077758789e+01,9.790523968784839326e+01
1.650123929977416992e+01,9.777034559643254852e+01
1.652630567550659180e+01,9.772798216276476069e+01
1.655087208747863770e+01,9.763545150501671799e+01
1.659346938133239746e+01,9.763991081382386028e+01
1.662605643272399902e+01,9.780936454849499739e+01
1.666115212440490723e+01,9.765589000371608108e+01
1.668872094154357910e+01,9.763768115942029624e+01
1.672782373428344727e+01,9.778520995912299441e+01
1.674486923217773438e+01,9.777406168710517420e+01
1.677895903587341309e+01,9.783612040133778009e+01
1.681144046783447266e+01,9.795094760312150584e+01
1.684838938713073730e+01,9.790784095131921561e+01
1.687953066825866699e+01,9.787625418060201810e+01
1.691804552078247070e+01,9.801560758082497671e+01
1.695574975013732910e+01,9.793534002229655755e+01
1.703495955467224121e+01,9.797510219249348040e+01
1.708910274505615234e+01,9.798736529171311815e+01
1.710013318061828613e+01,9.824934968413229797e+01
1.711817908287048340e+01,9.848272017837234671e+01
1.714669632911682129e+01,9.868041620215534238e+01
1.718485307693481445e+01,9.862467484206615609e+01
1.722455859184265137e+01,9.871237458193979819e+01
1.727519273757934570e+01,9.885804533630620483e+01
1.730508494377136230e+01,9.859680416202154163e+01
1.733065485954284668e+01,9.862950575994052826e+01
1.736375355720520020e+01,9.849609810479375938e+01
1.739582610130310059e+01,9.829245633593460241e+01
1.742191958427429199e+01,9.821441843180973308e+01
1.746454644203186035e+01,9.797398736529170549e+01
1.749562692642211914e+01,9.774953548866592712e+01
1.755277991294860840e+01,9.736008918617613972e+01
